Starting server: 1622164209998393 (2021-05-27 22:10:09 -03)
Received t1: 381824571 (1969-12-31 21:06:21 -03).
Received t1: 206534591 (1969-12-31 21:03:26 -03).
Received t1: 207564591 (1969-12-31 21:03:27 -03).
Received t1: 382884571 (1969-12-31 21:06:22 -03).
Received t1: 383924567 (1969-12-31 21:06:23 -03).
Received t1: 208604587 (1969-12-31 21:03:28 -03).
Received t1: 384954571 (1969-12-31 21:06:24 -03).
Received t1: 209634591 (1969-12-31 21:03:29 -03).
Received t1: 385994567 (1969-12-31 21:06:25 -03).
Received t1: 210674587 (1969-12-31 21:03:30 -03).
Received t1: 211794700 (1969-12-31 21:03:31 -03).
Received t1: 387114680 (1969-12-31 21:06:27 -03).
Received t1: 212804591 (1969-12-31 21:03:32 -03).
Received t1: 388124571 (1969-12-31 21:06:28 -03).
Received t1: 213824587 (1969-12-31 21:03:33 -03).
Received t1: 389184567 (1969-12-31 21:06:29 -03).
Received t1: 214854591 (1969-12-31 21:03:34 -03).
Received t1: 390194571 (1969-12-31 21:06:30 -03).
Received t1: 216024591 (1969-12-31 21:03:36 -03).
Received t1: 391354571 (1969-12-31 21:06:31 -03).
Received t1: 217054591 (1969-12-31 21:03:37 -03).
Received t1: 392434571 (1969-12-31 21:06:32 -03).
Received t1: 218094587 (1969-12-31 21:03:38 -03).
Received t1: 393464573 (1969-12-31 21:06:33 -03).
Received t1: 219134587 (1969-12-31 21:03:39 -03).
Received t1: 394494567 (1969-12-31 21:06:34 -03).
Received t1: 220174591 (1969-12-31 21:03:40 -03).
Received t1: 395514567 (1969-12-31 21:06:35 -03).
Received t1: 221194680 (1969-12-31 21:03:41 -03).
Received t1: 396574668 (1969-12-31 21:06:36 -03).
Received t1: 222234591 (1969-12-31 21:03:42 -03).
Received t1: 397614571 (1969-12-31 21:06:37 -03).
Received t1: 223264591 (1969-12-31 21:03:43 -03).
Received t1: 398644571 (1969-12-31 21:06:38 -03).
Received t1: 399711077 (1969-12-31 21:06:39 -03).
Received t1: 224392314 (1969-12-31 21:03:44 -03).
Received t1: 225494587 (1969-12-31 21:03:45 -03).
Received t1: 400824571 (1969-12-31 21:06:40 -03).
Received t1: 401874567 (1969-12-31 21:06:41 -03).
Received t1: 226554587 (1969-12-31 21:03:46 -03).
Received t1: 402884571 (1969-12-31 21:06:42 -03).
Received t1: 227594591 (1969-12-31 21:03:47 -03).
Received t1: 403894567 (1969-12-31 21:06:43 -03).
Received t1: 228624587 (1969-12-31 21:03:48 -03).
Received t1: 404933467 (1969-12-31 21:06:44 -03).
Received t1: 229644591 (1969-12-31 21:03:49 -03).
Received t1: 230794587 (1969-12-31 21:03:50 -03).
Received t1: 406114571 (1969-12-31 21:06:46 -03).
Received t1: 407184680 (1969-12-31 21:06:47 -03).
Received t1: 231864700 (1969-12-31 21:03:51 -03).
Received t1: 232894587 (1969-12-31 21:03:52 -03).
Received t1: 408214567 (1969-12-31 21:06:48 -03).
Received t1: 409254571 (1969-12-31 21:06:49 -03).
Received t1: 233944591 (1969-12-31 21:03:53 -03).
Received t1: 410264567 (1969-12-31 21:06:50 -03).
Received t1: 234954587 (1969-12-31 21:03:54 -03).
Received t1: 235964587 (1969-12-31 21:03:55 -03).
Received t1: 411274567 (1969-12-31 21:06:51 -03).
Received t1: 412324571 (1969-12-31 21:06:52 -03).
Received t1: 237004591 (1969-12-31 21:03:57 -03).
Received t1: 413414567 (1969-12-31 21:06:53 -03).
Received t1: 238104587 (1969-12-31 21:03:58 -03).
Received t1: 239194587 (1969-12-31 21:03:59 -03).
Received t1: 414514567 (1969-12-31 21:06:54 -03).
Received t1: 415564571 (1969-12-31 21:06:55 -03).
Received t1: 240244587 (1969-12-31 21:04:00 -03).
Received t1: 416584688 (1969-12-31 21:06:56 -03).
Received t1: 241274700 (1969-12-31 21:04:01 -03).
Received t1: 417624571 (1969-12-31 21:06:57 -03).
Received t1: 242314591 (1969-12-31 21:04:02 -03).
Received t1: 418704571 (1969-12-31 21:06:58 -03).
Received t1: 243384591 (1969-12-31 21:04:03 -03).
Received t1: 419784571 (1969-12-31 21:06:59 -03).
Received t1: 244474591 (1969-12-31 21:04:04 -03).
Received t1: 245544591 (1969-12-31 21:04:05 -03).
Received t1: 420864571 (1969-12-31 21:07:00 -03).
Received t1: 246624587 (1969-12-31 21:04:06 -03).
Received t1: 421944567 (1969-12-31 21:07:01 -03).
Received t1: 247704591 (1969-12-31 21:04:07 -03).
Received t1: 423024571 (1969-12-31 21:07:03 -03).
Received t1: 424034567 (1969-12-31 21:07:04 -03).
Received t1: 248714587 (1969-12-31 21:04:08 -03).
Received t1: 425134571 (1969-12-31 21:07:05 -03).
Received t1: 249844587 (1969-12-31 21:04:09 -03).
Received t1: 250894591 (1969-12-31 21:04:10 -03).
Received t1: 426214571 (1969-12-31 21:07:06 -03).
Received t1: 251934700 (1969-12-31 21:04:11 -03).
Received t1: 427254680 (1969-12-31 21:07:07 -03).
Received t1: 428364571 (1969-12-31 21:07:08 -03).
Received t1: 253054591 (1969-12-31 21:04:13 -03).
Received t1: 429414571 (1969-12-31 21:07:09 -03).
Received t1: 254104591 (1969-12-31 21:04:14 -03).
Received t1: 255204591 (1969-12-31 21:04:15 -03).
Received t1: 430524571 (1969-12-31 21:07:10 -03).
Received t1: 431574571 (1969-12-31 21:07:11 -03).
Received t1: 256264591 (1969-12-31 21:04:16 -03).
Received t1: 432604571 (1969-12-31 21:07:12 -03).
Received t1: 257294591 (1969-12-31 21:04:17 -03).
Received t1: 258374587 (1969-12-31 21:04:18 -03).
Received t1: 433694571 (1969-12-31 21:07:13 -03).
Received t1: 259404587 (1969-12-31 21:04:19 -03).
Received t1: 434724567 (1969-12-31 21:07:14 -03).
Received t1: 260494587 (1969-12-31 21:04:20 -03).
Received t1: 435814567 (1969-12-31 21:07:15 -03).
Received t1: 261504680 (1969-12-31 21:04:21 -03).
Received t1: 436844668 (1969-12-31 21:07:16 -03).
Received t1: 262564591 (1969-12-31 21:04:22 -03).
Received t1: 437884571 (1969-12-31 21:07:17 -03).
Received t1: 263594591 (1969-12-31 21:04:23 -03).
Received t1: 438914571 (1969-12-31 21:07:18 -03).
Received t1: 439944567 (1969-12-31 21:07:19 -03).
Received t1: 264624587 (1969-12-31 21:04:24 -03).
Received t1: 441064571 (1969-12-31 21:07:21 -03).
Received t1: 265744591 (1969-12-31 21:04:25 -03).
Received t1: 442104567 (1969-12-31 21:07:22 -03).
Received t1: 266794587 (1969-12-31 21:04:26 -03).
Received t1: 443114571 (1969-12-31 21:07:23 -03).
Received t1: 267874591 (1969-12-31 21:04:27 -03).
Received t1: 444194571 (1969-12-31 21:07:24 -03).
Received t1: 268914591 (1969-12-31 21:04:28 -03).
Received t1: 445264567 (1969-12-31 21:07:25 -03).
Received t1: 269944587 (1969-12-31 21:04:29 -03).
Received t1: 446274668 (1969-12-31 21:07:26 -03).
Received t1: 270954680 (1969-12-31 21:04:30 -03).
Received t1: 272004591 (1969-12-31 21:04:32 -03).
Received t1: 447324571 (1969-12-31 21:07:27 -03).
Received t1: 448364571 (1969-12-31 21:07:28 -03).
Received t1: 273014591 (1969-12-31 21:04:33 -03).
Received t1: 274094587 (1969-12-31 21:04:34 -03).
Received t1: 449414567 (1969-12-31 21:07:29 -03).
Received t1: 275104591 (1969-12-31 21:04:35 -03).
Received t1: 450424571 (1969-12-31 21:07:30 -03).
Received t1: 276114591 (1969-12-31 21:04:36 -03).
Received t1: 451484571 (1969-12-31 21:07:31 -03).
Received t1: 277134591 (1969-12-31 21:04:37 -03).
Received t1: 452504571 (1969-12-31 21:07:32 -03).
Received t1: 278144591 (1969-12-31 21:04:38 -03).
Received t1: 453534571 (1969-12-31 21:07:33 -03).
Received t1: 279164591 (1969-12-31 21:04:39 -03).
Received t1: 454554571 (1969-12-31 21:07:34 -03).
Received t1: 280194591 (1969-12-31 21:04:40 -03).
Received t1: 455564571 (1969-12-31 21:07:35 -03).
Received t1: 281214684 (1969-12-31 21:04:41 -03).
Received t1: 456594676 (1969-12-31 21:07:36 -03).
Received t1: 282264591 (1969-12-31 21:04:42 -03).
Received t1: 457594571 (1969-12-31 21:07:37 -03).
Received t1: 283284591 (1969-12-31 21:04:43 -03).
Received t1: 458604571 (1969-12-31 21:07:38 -03).
Received t1: 284304591 (1969-12-31 21:04:44 -03).
Received t1: 459654567 (1969-12-31 21:07:39 -03).
Received t1: 285334591 (1969-12-31 21:04:45 -03).
Received t1: 460674571 (1969-12-31 21:07:40 -03).
Received t1: 286354587 (1969-12-31 21:04:46 -03).
Received t1: 461684567 (1969-12-31 21:07:41 -03).
Received t1: 287544587 (1969-12-31 21:04:47 -03).
Received t1: 462854567 (1969-12-31 21:07:42 -03).
Received t1: 288564591 (1969-12-31 21:04:48 -03).
Received t1: 463884571 (1969-12-31 21:07:43 -03).
Received t1: 289584591 (1969-12-31 21:04:49 -03).
Received t1: 464914571 (1969-12-31 21:07:44 -03).
Received t1: 465954571 (1969-12-31 21:07:45 -03).
Received t1: 290634587 (1969-12-31 21:04:50 -03).
Received t1: 291644700 (1969-12-31 21:04:51 -03).
Received t1: 466964680 (1969-12-31 21:07:46 -03).
Received t1: 292674591 (1969-12-31 21:04:52 -03).
Received t1: 468034571 (1969-12-31 21:07:48 -03).
Received t1: 293694591 (1969-12-31 21:04:53 -03).
Received t1: 469044571 (1969-12-31 21:07:49 -03).
Received t1: 294744587 (1969-12-31 21:04:54 -03).
Received t1: 470094567 (1969-12-31 21:07:50 -03).
Received t1: 295774587 (1969-12-31 21:04:55 -03).
Received t1: 471104567 (1969-12-31 21:07:51 -03).
Received t1: 296784591 (1969-12-31 21:04:56 -03).
Received t1: 472114571 (1969-12-31 21:07:52 -03).
Received t1: 473164571 (1969-12-31 21:07:53 -03).
Received t1: 297844591 (1969-12-31 21:04:57 -03).
Received t1: 474234571 (1969-12-31 21:07:54 -03).
Received t1: 298924591 (1969-12-31 21:04:58 -03).
Received t1: 475244567 (1969-12-31 21:07:55 -03).
Received t1: 299944587 (1969-12-31 21:04:59 -03).
Received t1: 476304688 (1969-12-31 21:07:56 -03).
Received t1: 300984680 (1969-12-31 21:05:00 -03).
Received t1: 302004587 (1969-12-31 21:05:02 -03).
Received t1: 477324567 (1969-12-31 21:07:57 -03).
Received t1: 303014591 (1969-12-31 21:05:03 -03).
Received t1: 478374571 (1969-12-31 21:07:58 -03).
Received t1: 304064587 (1969-12-31 21:05:04 -03).
Received t1: 479404567 (1969-12-31 21:07:59 -03).
Received t1: 480454571 (1969-12-31 21:08:00 -03).
Received t1: 305134591 (1969-12-31 21:05:05 -03).
Received t1: 306144587 (1969-12-31 21:05:06 -03).
Received t1: 481464567 (1969-12-31 21:08:01 -03).
Received t1: 482514567 (1969-12-31 21:08:02 -03).
Received t1: 307194594 (1969-12-31 21:05:07 -03).
Received t1: 308274591 (1969-12-31 21:05:08 -03).
Received t1: 483594571 (1969-12-31 21:08:03 -03).
Received t1: 309294587 (1969-12-31 21:05:09 -03).
Received t1: 484614567 (1969-12-31 21:08:04 -03).
Received t1: 310364587 (1969-12-31 21:05:10 -03).
Received t1: 485684567 (1969-12-31 21:08:05 -03).
Received t1: 311424696 (1969-12-31 21:05:11 -03).
Received t1: 486744676 (1969-12-31 21:08:06 -03).
Received t1: 487764571 (1969-12-31 21:08:07 -03).
Received t1: 312444591 (1969-12-31 21:05:12 -03).
Received t1: 488774571 (1969-12-31 21:08:08 -03).
Received t1: 313464591 (1969-12-31 21:05:13 -03).
Received t1: 314474587 (1969-12-31 21:05:14 -03).
Received t1: 489784567 (1969-12-31 21:08:09 -03).
Received t1: 315484587 (1969-12-31 21:05:15 -03).
Received t1: 490844567 (1969-12-31 21:08:10 -03).
Received t1: 316524587 (1969-12-31 21:05:16 -03).
Received t1: 491874567 (1969-12-31 21:08:11 -03).
Received t1: 317534591 (1969-12-31 21:05:17 -03).
Received t1: 492914571 (1969-12-31 21:08:12 -03).
Received t1: 318544591 (1969-12-31 21:05:18 -03).
Received t1: 493924571 (1969-12-31 21:08:13 -03).
Received t1: 319584587 (1969-12-31 21:05:19 -03).
Received t1: 494934574 (1969-12-31 21:08:14 -03).
Received t1: 320594587 (1969-12-31 21:05:20 -03).
Received t1: 495974567 (1969-12-31 21:08:15 -03).
Received t1: 321604680 (1969-12-31 21:05:21 -03).
Received t1: 496984660 (1969-12-31 21:08:16 -03).
Received t1: 322634591 (1969-12-31 21:05:22 -03).
Received t1: 498044571 (1969-12-31 21:08:18 -03).
Received t1: 323644591 (1969-12-31 21:05:23 -03).
Received t1: 499054571 (1969-12-31 21:08:19 -03).
Received t1: 324654591 (1969-12-31 21:05:24 -03).
Received t1: 500064571 (1969-12-31 21:08:20 -03).
Received t1: 325694587 (1969-12-31 21:05:25 -03).
Received t1: 501104567 (1969-12-31 21:08:21 -03).
Received t1: 326704591 (1969-12-31 21:05:26 -03).
Received t1: 502114571 (1969-12-31 21:08:22 -03).
Received t1: 327724591 (1969-12-31 21:05:27 -03).
Received t1: 503124571 (1969-12-31 21:08:23 -03).
Received t1: 328754591 (1969-12-31 21:05:28 -03).
Received t1: 504164571 (1969-12-31 21:08:24 -03).
Received t1: 329764587 (1969-12-31 21:05:29 -03).
Received t1: 505174578 (1969-12-31 21:08:25 -03).
Received t1: 330774587 (1969-12-31 21:05:30 -03).
Received t1: 506184567 (1969-12-31 21:08:26 -03).
Received t1: 331814704 (1969-12-31 21:05:31 -03).
Received t1: 507224676 (1969-12-31 21:08:27 -03).
Received t1: 332824591 (1969-12-31 21:05:32 -03).
Received t1: 508244571 (1969-12-31 21:08:28 -03).
Received t1: 333834591 (1969-12-31 21:05:33 -03).
Received t1: 509254571 (1969-12-31 21:08:29 -03).
Received t1: 334884591 (1969-12-31 21:05:34 -03).
Received t1: 510294582 (1969-12-31 21:08:30 -03).
Received t1: 335964591 (1969-12-31 21:05:35 -03).
Received t1: 511454571 (1969-12-31 21:08:31 -03).
Received t1: 337034587 (1969-12-31 21:05:37 -03).
Received t1: 512464567 (1969-12-31 21:08:32 -03).
Received t1: 338114591 (1969-12-31 21:05:38 -03).
Received t1: 513474571 (1969-12-31 21:08:33 -03).
Received t1: 339194591 (1969-12-31 21:05:39 -03).
Received t1: 514514571 (1969-12-31 21:08:34 -03).
Received t1: 340294587 (1969-12-31 21:05:40 -03).
Received t1: 515614567 (1969-12-31 21:08:35 -03).
Received t1: 341304696 (1969-12-31 21:05:41 -03).
Received t1: 516624684 (1969-12-31 21:08:36 -03).
Received t1: 342344591 (1969-12-31 21:05:42 -03).
Received t1: 517664571 (1969-12-31 21:08:37 -03).
Received t1: 343354591 (1969-12-31 21:05:43 -03).
Received t1: 518684571 (1969-12-31 21:08:38 -03).
Received t1: 344364591 (1969-12-31 21:05:44 -03).
Received t1: 519734571 (1969-12-31 21:08:39 -03).
Received t1: 345404587 (1969-12-31 21:05:45 -03).
Received t1: 520744567 (1969-12-31 21:08:40 -03).
Received t1: 346434587 (1969-12-31 21:05:46 -03).
Received t1: 521764567 (1969-12-31 21:08:41 -03).
Received t1: 522814571 (1969-12-31 21:08:42 -03).
Received t1: 347494591 (1969-12-31 21:05:47 -03).
Received t1: 348584587 (1969-12-31 21:05:48 -03).
Received t1: 523904567 (1969-12-31 21:08:43 -03).
Received t1: 349634587 (1969-12-31 21:05:49 -03).
Received t1: 524954567 (1969-12-31 21:08:44 -03).
Received t1: 350644587 (1969-12-31 21:05:50 -03).
Received t1: 525974567 (1969-12-31 21:08:45 -03).
Received t1: 351664696 (1969-12-31 21:05:51 -03).
Received t1: 527024676 (1969-12-31 21:08:47 -03).
Received t1: 352694591 (1969-12-31 21:05:52 -03).
Received t1: 528034571 (1969-12-31 21:08:48 -03).
Received t1: 353704591 (1969-12-31 21:05:53 -03).
Received t1: 529044571 (1969-12-31 21:08:49 -03).
Received t1: 354724587 (1969-12-31 21:05:54 -03).
Received t1: 530084567 (1969-12-31 21:08:50 -03).
Received t1: 355764591 (1969-12-31 21:05:55 -03).
Received t1: 531094571 (1969-12-31 21:08:51 -03).
Received t1: 356774591 (1969-12-31 21:05:56 -03).
Received t1: 532194567 (1969-12-31 21:08:52 -03).
Received t1: 357784591 (1969-12-31 21:05:57 -03).
Received t1: 533364571 (1969-12-31 21:08:53 -03).
Received t1: 358834591 (1969-12-31 21:05:58 -03).
Received t1: 534404567 (1969-12-31 21:08:54 -03).
Received t1: 359854587 (1969-12-31 21:05:59 -03).
Received t1: 535414571 (1969-12-31 21:08:55 -03).
Received t1: 360884591 (1969-12-31 21:06:00 -03).
Received t1: 536424688 (1969-12-31 21:08:56 -03).
Received t1: 361894696 (1969-12-31 21:06:01 -03).
Received t1: 537464571 (1969-12-31 21:08:57 -03).
Received t1: 362954591 (1969-12-31 21:06:02 -03).
Received t1: 538554571 (1969-12-31 21:08:58 -03).
Received t1: 363964591 (1969-12-31 21:06:03 -03).
Received t1: 539624571 (1969-12-31 21:08:59 -03).
Received t1: 364984572 (1969-12-31 21:06:04 -03).
Received t1: 540704571 (1969-12-31 21:09:00 -03).
Received t1: 366104591 (1969-12-31 21:06:06 -03).
Received t1: 541724571 (1969-12-31 21:09:01 -03).
Received t1: 367124591 (1969-12-31 21:06:07 -03).
Received t1: 542774571 (1969-12-31 21:09:02 -03).
Received t1: 368174591 (1969-12-31 21:06:08 -03).
Received t1: 543854571 (1969-12-31 21:09:03 -03).
Received t1: 369194591 (1969-12-31 21:06:09 -03).
Received t1: 544874571 (1969-12-31 21:09:04 -03).
Received t1: 370204591 (1969-12-31 21:06:10 -03).
Received t1: 545924571 (1969-12-31 21:09:05 -03).
Received t1: 371244696 (1969-12-31 21:06:11 -03).
Received t1: 546934676 (1969-12-31 21:09:06 -03).
Received t1: 372254591 (1969-12-31 21:06:12 -03).
Received t1: 547944571 (1969-12-31 21:09:07 -03).
Received t1: 373334591 (1969-12-31 21:06:13 -03).
Received t1: 548994571 (1969-12-31 21:09:08 -03).
Received t1: 374344591 (1969-12-31 21:06:14 -03).
Received t1: 550004571 (1969-12-31 21:09:10 -03).
Received t1: 375384591 (1969-12-31 21:06:15 -03).
Received t1: 551014571 (1969-12-31 21:09:11 -03).
Received t1: 376394591 (1969-12-31 21:06:16 -03).
Received t1: 552044567 (1969-12-31 21:09:12 -03).
Received t1: 377414587 (1969-12-31 21:06:17 -03).
Received t1: 553094567 (1969-12-31 21:09:13 -03).
Received t1: 378434587 (1969-12-31 21:06:18 -03).
Received t1: 554114571 (1969-12-31 21:09:14 -03).
Received t1: 379444591 (1969-12-31 21:06:19 -03).
Received t1: 555124571 (1969-12-31 21:09:15 -03).
Received t1: 380454587 (1969-12-31 21:06:20 -03).
Received t1: 556134567 (1969-12-31 21:09:16 -03).
Received t1: 381494688 (1969-12-31 21:06:21 -03).
Received t1: 557174660 (1969-12-31 21:09:17 -03).
Received t1: 382504587 (1969-12-31 21:06:22 -03).
Received t1: 558184567 (1969-12-31 21:09:18 -03).
Received t1: 383564591 (1969-12-31 21:06:23 -03).
Received t1: 559194571 (1969-12-31 21:09:19 -03).
Received t1: 384654587 (1969-12-31 21:06:24 -03).
Received t1: 560234567 (1969-12-31 21:09:20 -03).
Received t1: 385664591 (1969-12-31 21:06:25 -03).
Received t1: 561264571 (1969-12-31 21:09:21 -03).
Received t1: 386714587 (1969-12-31 21:06:26 -03).
Received t1: 562314571 (1969-12-31 21:09:22 -03).
Received t1: 387724587 (1969-12-31 21:06:27 -03).
Received t1: 563384567 (1969-12-31 21:09:23 -03).
Received t1: 388784591 (1969-12-31 21:06:28 -03).
Received t1: 564484571 (1969-12-31 21:09:24 -03).
Received t1: 389804587 (1969-12-31 21:06:29 -03).
Received t1: 565534567 (1969-12-31 21:09:25 -03).
Received t1: 390814587 (1969-12-31 21:06:30 -03).
Received t1: 566624668 (1969-12-31 21:09:26 -03).
Received t1: 391844696 (1969-12-31 21:06:31 -03).
Received t1: 567744571 (1969-12-31 21:09:27 -03).
Received t1: 392924587 (1969-12-31 21:06:32 -03).
Received t1: 568774571 (1969-12-31 21:09:28 -03).
Received t1: 394004591 (1969-12-31 21:06:34 -03).
Received t1: 569884571 (1969-12-31 21:09:29 -03).
Received t1: 395022714 (1969-12-31 21:06:35 -03).
Received t1: 570914571 (1969-12-31 21:09:30 -03).
Received t1: 396114591 (1969-12-31 21:06:36 -03).
Received t1: 571954567 (1969-12-31 21:09:31 -03).
Received t1: 397154587 (1969-12-31 21:06:37 -03).
Received t1: 573014567 (1969-12-31 21:09:33 -03).
Received t1: 398234591 (1969-12-31 21:06:38 -03).
Received t1: 574024571 (1969-12-31 21:09:34 -03).
Received t1: 399314591 (1969-12-31 21:06:39 -03).
Received t1: 575084571 (1969-12-31 21:09:35 -03).
Received t1: 400324591 (1969-12-31 21:06:40 -03).
Received t1: 576114571 (1969-12-31 21:09:36 -03).
Received t1: 401334696 (1969-12-31 21:06:41 -03).
Received t1: 577154676 (1969-12-31 21:09:37 -03).
Received t1: 402394587 (1969-12-31 21:06:42 -03).
Received t1: 578174567 (1969-12-31 21:09:38 -03).
Received t1: 403484591 (1969-12-31 21:06:43 -03).
Received t1: 579224571 (1969-12-31 21:09:39 -03).
Received t1: 404534587 (1969-12-31 21:06:44 -03).
Received t1: 580234571 (1969-12-31 21:09:40 -03).
Received t1: 405624591 (1969-12-31 21:06:45 -03).
Received t1: 581254571 (1969-12-31 21:09:41 -03).
Received t1: 406644591 (1969-12-31 21:06:46 -03).
Received t1: 582284567 (1969-12-31 21:09:42 -03).
Received t1: 407894587 (1969-12-31 21:06:47 -03).
Received t1: 583314571 (1969-12-31 21:09:43 -03).
Received t1: 408954591 (1969-12-31 21:06:48 -03).
Received t1: 584364571 (1969-12-31 21:09:44 -03).
Received t1: 585554571 (1969-12-31 21:09:45 -03).
Received t1: 410234591 (1969-12-31 21:06:50 -03).
Received t1: 586604684 (1969-12-31 21:09:46 -03).
Received t1: 411294696 (1969-12-31 21:06:51 -03).
Received t1: 412384587 (1969-12-31 21:06:52 -03).
Received t1: 587704567 (1969-12-31 21:09:47 -03).
Received t1: 413414591 (1969-12-31 21:06:53 -03).
Received t1: 588734571 (1969-12-31 21:09:48 -03).
Received t1: 414434587 (1969-12-31 21:06:54 -03).
Received t1: 589754567 (1969-12-31 21:09:49 -03).
Received t1: 590774567 (1969-12-31 21:09:50 -03).
Received t1: 415464587 (1969-12-31 21:06:55 -03).
Received t1: 416514587 (1969-12-31 21:06:56 -03).
Received t1: 591834567 (1969-12-31 21:09:51 -03).
Received t1: 417594591 (1969-12-31 21:06:57 -03).
Received t1: 592924571 (1969-12-31 21:09:52 -03).
Received t1: 593954571 (1969-12-31 21:09:53 -03).
Received t1: 418634591 (1969-12-31 21:06:58 -03).
Received t1: 594974571 (1969-12-31 21:09:54 -03).
Received t1: 419664591 (1969-12-31 21:06:59 -03).
Received t1: 420734587 (1969-12-31 21:07:00 -03).
Received t1: 596054571 (1969-12-31 21:09:56 -03).
Received t1: 597134680 (1969-12-31 21:09:57 -03).
Received t1: 421814747 (1969-12-31 21:07:01 -03).
Received t1: 598244567 (1969-12-31 21:09:58 -03).
Received t1: 422924587 (1969-12-31 21:07:02 -03).
Received t1: 599294571 (1969-12-31 21:09:59 -03).
Received t1: 423984591 (1969-12-31 21:07:03 -03).
Received t1: 600394571 (1969-12-31 21:10:00 -03).
Received t1: 425074591 (1969-12-31 21:07:05 -03).
Received t1: 426134591 (1969-12-31 21:07:06 -03).
Received t1: 601454571 (1969-12-31 21:10:01 -03).
Received t1: 427234591 (1969-12-31 21:07:07 -03).
Received t1: 602554567 (1969-12-31 21:10:02 -03).
Received t1: 428254587 (1969-12-31 21:07:08 -03).
Received t1: 603614571 (1969-12-31 21:10:03 -03).
Received t1: 429284591 (1969-12-31 21:07:09 -03).
Received t1: 604624567 (1969-12-31 21:10:04 -03).
Received t1: 430304591 (1969-12-31 21:07:10 -03).
Received t1: 605714571 (1969-12-31 21:10:05 -03).
Received t1: 431354700 (1969-12-31 21:07:11 -03).
Received t1: 606724688 (1969-12-31 21:10:06 -03).
Received t1: 432474587 (1969-12-31 21:07:12 -03).
Received t1: 607794567 (1969-12-31 21:10:07 -03).
Received t1: 433514591 (1969-12-31 21:07:13 -03).
Received t1: 608834571 (1969-12-31 21:10:08 -03).
Received t1: 434614591 (1969-12-31 21:07:14 -03).
Received t1: 609934571 (1969-12-31 21:10:09 -03).
Received t1: 435674587 (1969-12-31 21:07:15 -03).
Received t1: 610994567 (1969-12-31 21:10:10 -03).
Received t1: 436764587 (1969-12-31 21:07:16 -03).
Received t1: 612084567 (1969-12-31 21:10:12 -03).
Received t1: 613154567 (1969-12-31 21:10:13 -03).
Received t1: 437844587 (1969-12-31 21:07:17 -03).
Received t1: 614164571 (1969-12-31 21:10:14 -03).
Received t1: 438854591 (1969-12-31 21:07:18 -03).
Received t1: 439924591 (1969-12-31 21:07:19 -03).
Received t1: 615244571 (1969-12-31 21:10:15 -03).
Received t1: 440954591 (1969-12-31 21:07:20 -03).
Received t1: 616274571 (1969-12-31 21:10:16 -03).
Received t1: 617294660 (1969-12-31 21:10:17 -03).
Received t1: 441984724 (1969-12-31 21:07:21 -03).
Received t1: 618304567 (1969-12-31 21:10:18 -03).
Received t1: 442994587 (1969-12-31 21:07:22 -03).
Received t1: 619364571 (1969-12-31 21:10:19 -03).
Received t1: 444054591 (1969-12-31 21:07:24 -03).
Received t1: 620374567 (1969-12-31 21:10:20 -03).
Received t1: 445084587 (1969-12-31 21:07:25 -03).
Received t1: 446134587 (1969-12-31 21:07:26 -03).
Received t1: 621454567 (1969-12-31 21:10:21 -03).
Received t1: 622514571 (1969-12-31 21:10:22 -03).
Received t1: 447204591 (1969-12-31 21:07:27 -03).
Received t1: 448224587 (1969-12-31 21:07:28 -03).
Received t1: 623544567 (1969-12-31 21:10:23 -03).
Received t1: 624584567 (1969-12-31 21:10:24 -03).
Received t1: 449264587 (1969-12-31 21:07:29 -03).
Received t1: 625674571 (1969-12-31 21:10:25 -03).
Received t1: 450364591 (1969-12-31 21:07:30 -03).
Received t1: 626694684 (1969-12-31 21:10:26 -03).
Received t1: 451424696 (1969-12-31 21:07:31 -03).
Received t1: 627734571 (1969-12-31 21:10:27 -03).
Received t1: 452434591 (1969-12-31 21:07:32 -03).
Received t1: 628774567 (1969-12-31 21:10:28 -03).
Received t1: 453454587 (1969-12-31 21:07:33 -03).
Received t1: 454484591 (1969-12-31 21:07:34 -03).
Received t1: 629804571 (1969-12-31 21:10:29 -03).
Received t1: 455594591 (1969-12-31 21:07:35 -03).
Received t1: 630914571 (1969-12-31 21:10:30 -03).
Received t1: 631964571 (1969-12-31 21:10:31 -03).
Received t1: 456654587 (1969-12-31 21:07:36 -03).
Received t1: 457754587 (1969-12-31 21:07:37 -03).
Received t1: 633064567 (1969-12-31 21:10:33 -03).
Received t1: 458804591 (1969-12-31 21:07:38 -03).
Received t1: 634124571 (1969-12-31 21:10:34 -03).
Received t1: 459814587 (1969-12-31 21:07:39 -03).
Received t1: 635144567 (1969-12-31 21:10:35 -03).
Received t1: 460874591 (1969-12-31 21:07:40 -03).
Received t1: 636194571 (1969-12-31 21:10:36 -03).
Received t1: 637274660 (1969-12-31 21:10:37 -03).
Received t1: 461964680 (1969-12-31 21:07:41 -03).
Received t1: 638354567 (1969-12-31 21:10:38 -03).
Received t1: 463034587 (1969-12-31 21:07:43 -03).
Received t1: 639434571 (1969-12-31 21:10:39 -03).
Received t1: 464124591 (1969-12-31 21:07:44 -03).
Received t1: 640554567 (1969-12-31 21:10:40 -03).
Received t1: 465234587 (1969-12-31 21:07:45 -03).
Received t1: 641594567 (1969-12-31 21:10:41 -03).
Received t1: 466284587 (1969-12-31 21:07:46 -03).
